Profile,State,Exempt,Description,Status,Category,Classification,Type
Backweb,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Autodesk Inc.,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Autodesk Inc.,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Autodesk Inc.,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Autodesk Inc.,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Autodesk Inc.,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Autodesk Inc.,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
APC,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
APC,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
APC,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
APC,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
APC,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
APC,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Broadcom,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Broadcom,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Broadcom,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Broadcom,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Broadcom,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Broadcom,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Lenovo,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Lenovo,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Lenovo,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Lenovo,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Lenovo,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Lenovo,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
iBUYPOWER,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
iBUYPOWER,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
iBUYPOWER,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
iBUYPOWER,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
iBUYPOWER,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
iBUYPOWER,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
IBM,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
IBM,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
IBM,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
IBM,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
IBM,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
IBM,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Cisco,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Cisco,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Cisco,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Cisco,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Cisco,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Cisco,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Apple,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Apple,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Apple,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Apple,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Apple,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Apple,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Brother,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Brother,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Brother,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Brother,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Brother,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Brother,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
ServiceNow,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
